Strain (mm/mm)	Engineering stress (MPa)	Strain up to UTS (mm/mm)	Engineering stress up to UTS (MPa)	True strain (mm/mm)	True stress (MPa)	True strain in plastic region (mm/mm)	True stress in plastic region (MPa)	Fitted true strain in plastic region (mm/mm)	Fitted true stress in plastic region (MPa)	Plastic strain for Ansys (mm/mm)
0.0427115	412.714655	0.0427115	412.714655	0.041824532	430.342317	0.054688449	448.9558751			
0.0427115	412.9042608	0.0427115	412.9042608	0.041824532	430.5400211	0.054783123	449.2452755			
0.0428115	413.0283664	0.0428115	413.0283664	0.041920431	430.7107303	0.054783123	449.5773808			
0.0429115	413.0359507	0.0429115	413.0359507	0.042016321	430.7599429	0.054783123	449.2532868			
0.0429115	413.3427674	0.0429115	413.3427674	0.042016321	431.0799255	0.054783123	448.9517701			
0.0429115	413.2324512	0.0429115	413.2324512	0.042016321	430.9648756	0.054877787	449.1566985			
0.0429115	413.1242036	0.0429115	413.1242036	0.042016321	430.8519828	0.054972443	449.1912029			
0.0430115	413.452394	0.0430115	413.452394	0.042112202	431.2356016	0.054972443	449.0600838			
0.0430115	413.4227465	0.0430115	413.4227465	0.042112202	431.204679	0.05506709	449.1259001			
0.0431115	413.4599782	0.0431115	413.4599782	0.042208073	431.2848581	0.055161727	449.3694936			
0.0431115	413.2696829	0.0431115	413.2696829	0.042208073	431.0863589	0.055161727	449.5086518			
0.0432115	413.5551259	0.0432115	413.5551259	0.042303936	431.4254632	0.055256356	449.5511903			
0.0433115	413.481352	0.0433115	413.481352	0.042399789	431.3898496	0.055256356	449.7355377			
0.0434115	413.437915	0.0434115	413.437915	0.042495633	431.3858751	0.055350976	449.8247313			
0.0434115	413.8467741	0.0434115	413.8467741	0.042495633	431.8124834	0.055350976	449.9566287			
0.0434115	413.7661055	0.0434115	413.7661055	0.042495633	431.7283127	0.055350976	449.8633532			
0.0434115	413.7516265	0.0434115	413.7516265	0.042495633	431.7132052	0.055445587	449.751415			
0.0435115	413.7150843	0.0435115	413.7150843	0.042591468	431.7164481	0.055540189	450.2349202			
0.0436115	413.8977953	0.0436115	413.8977953	0.042687294	431.948499	0.055634781	450.2235711			
0.0436115	414.0591326	0.0436115	414.0591326	0.042687294	432.1168725	0.055540189	450.2115969			
0.0437115	414.0005272	0.0437115	414.0005272	0.04278311	432.0971113	0.055540189	450.2961438			
0.0438115	414.4093863	0.0438115	414.4093863	0.042878918	432.5652831	0.055634781	450.2308603			
0.0438115	414.2997597	0.0438115	414.2997597	0.042878918	432.4508536	0.055729365	450.2501192			
0.0438115	414.3949073	0.0438115	414.3949073	0.042878918	432.5501698	0.055729365	450.3047935			
0.0438115	414.5486604	0.0438115	414.5486604	0.042878918	432.710659	0.05582394	450.1534533			
0.0439115	414.2487385	0.0439115	414.2487385	0.042974716	432.4390219	0.055918507	450.3352881			
0.0440115	414.4824707	0.0440115	414.4824707	0.043070505	432.724466	0.055918507	450.1960246			
0.0440115	414.2411542	0.0440115	414.2411542	0.043070505	432.4725288	0.056013064	450.3625594			
0.0441115	414.3287177	0.0441115	414.3287177	0.043166285	432.6053789	0.056107612	450.5823541			
0.0441115	414.1611751	0.0441115	414.1611751	0.043166285	432.4304457	0.056107612	450.5823541			
0.0441115	414.1832383	0.0441115	414.1832383	0.043166285	432.4534822	0.056202151	450.5629603			
0.0442115	414.2921754	0.0442115	414.2921754	0.043262055	432.608654	0.056202151	450.9888922			
0.0442115	414.5555552	0.0442115	414.5555552	0.043262055	432.8836781	0.056296682	450.946186			
0.0443115	414.5631394	0.0443115	414.5631394	0.043357817	432.933054	0.056391203	450.9114879			
0.0444115	414.7527452	0.0444115	414.7527452	0.043453569	433.1725368	0.056485715	451.0547835			
0.0444115	414.9499353	0.0444115	414.9499353	0.043453569	433.3784843	0.056580219	451.0434206			
0.0445115	414.8547876	0.0445115	414.8547876	0.043549312	433.3205965	0.056580219	451.1674545			
0.0445115	414.9795827	0.0445115	414.9795827	0.043549312	433.4509464	0.056674714	451.0860438			
0.0446115	415.0085407	0.0446115	415.0085407	0.043645046	433.5226942	0.056674714	451.4567213			
0.0446115	415.3153574	0.0446115	415.3153574	0.043645046	433.8431985	0.056674714	451.3173524			
0.0447115	414.8989141	0.0447115	414.8989141	0.043740771	433.4496669	0.056769199	451.1206397			
0.0447115	415.2863994	0.0447115	415.2863994	0.043740771	433.8544773	0.056863676	451.5500657			
0.0448115	415.0457724	0.0448115	415.0457724	0.043836486	433.644596	0.056863676	451.4179686			
0.0449115	415.242273	0.0449115	415.242273	0.043932193	433.8914263	0.056958144	451.4606151			
0.0449115	415.227794	0.0449115	415.227794	0.043932193	433.8762971	0.057052603	451.4266162			
0.0450115	415.0823146	0.0450115	415.0823146	0.04402789	433.7657922	0.057052603	451.7667757			
0.0450115	415.4615263	0.0450115	415.4615263	0.04402789	434.1620728	0.057052603	451.8521805			
0.0451115	415.271231	0.0451115	415.271231	0.044123578	434.0047391	0.057241494	451.9682033			
0.0451115	415.5863214	0.0451115	415.5863214	0.044123578	434.3340437	0.057241494	452.0229604			
0.0453115	415.3739629	0.0453115	415.3739629	0.044314927	434.1951802	0.057335926	452.0269493			
0.0453115	415.6083846	0.0453115	415.6083846	0.044314927	434.4402239	0.057335926	452.2197122			
0.0453115	415.782822	0.0453115	415.782822	0.044314927	434.6225653	0.057430349	451.8907264			
0.0454115	415.7462798	0.0454115	415.7462798	0.044410588	434.6259419	0.057524763	452.3591586			
0.0455115	415.9875963	0.0455115	415.9875963	0.044506239	434.9198157	0.057524763	452.5453852			
0.0455115	416.0027647	0.0455115	416.0027647	0.044506239	434.9356745	0.057619169	452.7341839			
0.0456115	415.9586383	0.0456115	415.9586383	0.044601882	434.9311357	0.057713565	452.5300342			
0.0457115	416.0172437	0.0457115	416.0172437	0.044697515	435.0340159	0.057713565	452.669548			
0.0457115	416.4847083	0.0457115	416.4847083	0.044697515	435.522849	0.057807953	452.8817541			
0.0458115	416.4192081	0.0458115	416.4192081	0.044793139	435.4959966	0.057807953	452.4953156			
0.0458115	416.3385394	0.0458115	416.3385394	0.044793139	435.4116324	0.057902332	452.8017616			
0.0459115	416.2578707	0.0459115	416.2578707	0.044888754	435.368894	0.057902332	452.7469684			
0.0459115	416.3454342	0.0459115	416.3454342	0.044888754	435.4604776	0.057902332	452.6541852			
0.0460115	416.3385394	0.0460115	416.3385394	0.04498436	435.4949001	0.057996701	452.8130767			
0.0460115	416.1703073	0.0460115	416.1703073	0.04498436	435.3189274	0.058091062	452.9866044			
0.0461115	416.4040396	0.0461115	416.4040396	0.045079957	435.6050545	0.058091062	453.1495537			
0.0461115	416.3385394	0.0461115	416.3385394	0.045079957	435.536534	0.058091062	453.1188637			
0.0462115	416.4192081	0.0462115	416.4192081	0.045175544	435.6625643	0.058185414	453.2624665			
0.0463115	416.5212505	0.0463115	416.5212505	0.045271122	435.8109744	0.058279757	453.4060882			
0.0463115	416.5433137	0.0463115	416.5433137	0.045271122	435.8340594	0.058279757	453.3980489			
0.0464115	416.6887931	0.0464115	416.6887931	0.045366692	436.027945	0.058374091	453.6030863			
0.0465115	416.6667298	0.0465115	416.6667298	0.045462252	436.0465245	0.058374091	453.82821			
0.0465115	416.9962992	0.0465115	416.9962992	0.045462252	436.3914226	0.058468417	453.4762848			
0.0466115	417.0473204	0.0466115	417.0473204	0.045557803	436.4865216	0.058562733	453.7508028			
0.0466115	416.9301096	0.0466115	416.9301096	0.045557803	436.3638474	0.058562733	453.5497616			
0.0467115	416.7329195	0.0467115	416.7329195	0.045653345	436.1991393	0.05865704	453.7168285			
0.0467115	416.9232148	0.0467115	416.9232148	0.045653345	436.3983236	0.05865704	453.6934324			
0.0467115	416.9087358	0.0467115	416.9087358	0.045653345	436.3831682	0.058751339	453.5731601			
0.0468115	417.0252572	0.0468115	417.0252572	0.045748877	436.5468351	0.058751339	453.8283478			
0.0468115	417.0038835	0.0468115	417.0038835	0.045748877	436.5244608	0.058845629	453.678087			
0.0469115	417.1417786	0.0469115	417.1417786	0.045844401	436.7105252	0.058845629	453.887229			
0.0470115	416.9521728	0.0470115	416.9521728	0.045939916	436.5537199	0.058939909	453.8678604			
0.0470115	416.7108563	0.0470115	416.7108563	0.045939916	436.3010587	0.059034181	454.1666408			
0.0471115	417.0038835	0.0471115	417.0038835	0.046035421	436.6495619	0.059034181	454.3685082			
0.0471115	417.1135101	0.0471115	417.1135101	0.046035421	436.7643533	0.059128444	454.1626396			
0.0471115	417.4196373	0.0471115	417.4196373	0.046035421	437.0849026	0.059128444	454.6278563			
0.0472115	417.4196373	0.0472115	417.4196373	0.046130917	437.1266446	0.059222698	454.5463468			
0.0472115	417.3762004	0.0472115	417.3762004	0.046130917	437.0811569	0.059222698	454.4541725			
0.0472115	417.3244897	0.0472115	417.3244897	0.046130917	437.0270048	0.059316944	454.6206469			
0.0473115	417.5223692	0.0473115	417.5223692	0.046226404	437.2759788	0.059316944	454.7442891			
0.0474115	417.6602644	0.0474115	417.6602644	0.046321882	437.462164	0.05941118	454.7095865			
0.0475115	417.5954537	0.0475115	417.5954537	0.046417351	437.43604	0.059505407	454.7992666			
0.0475115	417.6678486	0.0475115	417.6678486	0.046417351	437.5118746	0.059505407	454.8768319			
0.0476115	417.4934112	0.0476115	417.4934112	0.046512811	437.3708988	0.059505407	454.7838999			
0.0476115	417.5223692	0.0476115	417.5223692	0.046512811	437.4012355	0.059599626	454.826751			
0.0477115	417.7340383	0.0477115	417.7340383	0.046608262	437.6647558	0.059693836	454.8227614			
0.0478115	417.7188698	0.0478115	417.7188698	0.046703703	437.6906356	0.059693836	455.1572335			
0.0479115	417.9022704	0.0479115	417.9022704	0.046799136	437.924595	0.059788037	455.1217925			
0.0479115	417.7629963	0.0479115	417.7629963	0.046799136	437.7786481	0.059788037	455.0288341			
0.0480115	417.9312283	0.0480115	417.9312283	0.046894559	437.9967335	0.059882229	455.2429899			
0.0480115	417.8216017	0.0480115	417.8216017	0.046894559	437.8818435	0.059882229	455.1104935			
0.0481115	417.8071227	0.0481115	417.8071227	0.046989973	437.9084501	0.059976412	455.340043			
0.0482115	417.9753548	0.0482115	417.9753548	0.047085379	438.1265736	0.060070586	455.3829264			
0.0483115	417.8436649	0.0483115	417.8436649	0.047180775	438.0303191	0.060070586	455.5681634			
0.0483115	418.1353131	0.0483115	418.1353131	0.047180775	438.3360573	0.060164751	455.4477766			
0.0483115	418.2015028	0.0483115	418.2015028	0.047180775	438.4054447	0.060164751	455.6733038			
0.0483115	418.1794396	0.0483115	418.1794396	0.047180775	438.3823156	0.060258908	455.9183253			
0.0484115	418.4062771	0.0484115	418.4062771	0.047276162	438.6619526	0.060258908	456.1043295			
0.0485115	418.552446	0.0485115	418.552446	0.047371539	438.8570529	0.060353056	455.8140447			
0.0486115	418.3697349	0.0486115	418.3697349	0.047466908	438.7073153	0.060353056	455.7049217			
0.0486115	418.3773191	0.0486115	418.3773191	0.047466908	438.7152682	0.060447194	455.8723377			
0.0487115	418.4869458	0.0487115	418.4869458	0.047562268	438.8720726	0.060541324	456.1328055			
0.0488115	418.7420518	0.0488115	418.7420518	0.047657618	439.1814795	0.060541324	456.0471022			
0.0488115	418.4938405	0.0488115	418.4938405	0.047657618	438.9211526	0.060541324	456.2800394			
0.0489115	418.6544884	0.0489115	418.6544884	0.04775296	439.1315074	0.060635445	456.5713302			
0.0489115	418.7861782	0.0489115	418.7861782	0.04775296	439.2696384	0.060729557	456.3036598			
0.0490115	418.5896777	0.0490115	418.5896777	0.047848292	439.1053856	0.060729557	456.3263718			
0.0491115	418.6979253	0.0491115	418.6979253	0.047943615	439.2608085	0.060823661	456.7811008			
0.0491115	418.7130938	0.0491115	418.7130938	0.047943615	439.2767219	0.060917755	456.7317528			
0.0492115	418.9619945	0.0492115	418.9619945	0.04803893	439.5797427	0.061011841	456.867066			
0.0493115	419.0206	0.0493115	419.0206	0.048134235	439.6831343	0.061011841	456.7747267			
0.0494115	419.0054315	0.0494115	419.0054315	0.048229531	439.7091184	0.061105918	457.1665708			
0.0494115	419.275706	0.0494115	419.275706	0.048229531	439.9927475	0.061105918	457.2208069			
0.0494115	419.1440161	0.0494115	419.1440161	0.048229531	439.8545507	0.061199986	457.0541838			
0.0494115	419.2315796	0.0494115	419.2315796	0.048229531	439.9464407	0.061199986	457.388427			
0.0495115	419.1729741	0.0495115	419.1729741	0.048324818	439.9268568	0.061294045	457.2137322			
0.0495115	419.4735855	0.0495115	419.4735855	0.048324818	440.242352	0.061388095	457.3425112			
0.0496115	419.561149	0.0496115	419.561149	0.048420096	440.3762069	0.061388095	457.140168			
0.0497115	419.3198324	0.0497115	419.3198324	0.048515365	440.1648503	0.061388095	457.3813669			
0.0497115	419.4584171	0.0497115	419.4584171	0.048515365	440.3103242	0.061482136	457.4163166			
0.0498115	419.4735855	0.0498115	419.4735855	0.048610624	440.368194	0.061576169	457.2496167			
0.0498115	419.4584171	0.0498115	419.4584171	0.048610624	440.35227	0.061670193	457.6585449			
0.0499115	419.4294591	0.0499115	419.4294591	0.048705875	440.3638125	0.061670193	457.6739449			
0.0499115	419.5101278	0.0499115	419.5101278	0.048705875	440.4485075	0.061670193	457.6350782			
0.0499115	419.3784379	0.0499115	419.3784379	0.048705875	440.3102448	0.061764208	457.6311669			
0.0500115	419.5894175	0.0500115	419.5894175	0.048801116	440.5737136	0.061858214	457.7746747			
0.0501115	419.3122482	0.0501115	419.3122482	0.048896349	440.3246139	0.061952211	458.08985			
0.0502115	419.7142126	0.0502115	419.7142126	0.048991572	440.7886927	0.061952211	458.2306899			
0.0502115	419.7507548	0.0502115	419.7507548	0.048991572	440.8270698	0.061952211	458.1448656			
0.0502115	419.801776	0.0502115	419.801776	0.048991572	440.8806529	0.062140179	458.2463975			
0.0503115	419.9479448	0.0503115	419.9479448	0.049086787	441.0761559	0.062234149	458.5301306			
0.0504115	420.1816771	0.0504115	420.1816771	0.049181992	441.3636657	0.062234149	458.2190215			
0.0504115	420.1154874	0.0504115	420.1154874	0.049181992	441.2941393	0.062234149	458.4296071			
0.0505115	420.0865295	0.0505115	420.0865295	0.049277188	441.3057302	0.062234149	458.4750995			
0.0505115	420.1154874	0.0505115	420.1154874	0.049277188	441.3361509	0.062328111	458.3090429			
0.0506115	420.0210293	0.0506115	420.0210293	0.049372376	441.2789236	0.062422064	458.2977969			
0.0507115	420.2251141	0.0507115	420.2251141	0.049467554	441.53536	0.062422064	458.6860225			
0.0507115	420.2547615	0.0507115	420.2547615	0.049467554	441.5665109	0.062516008	458.6359032			
0.0508115	420.2837195	0.0508115	420.2837195	0.049562723	441.6389657	0.062609944	458.8111116			
0.0508115	420.1085927	0.0508115	420.1085927	0.049562723	441.4549404	0.062609944	458.9050667			
0.0509115	420.2106351	0.0509115	420.2106351	0.049657883	441.6041888	0.062609944	458.9674587			
0.0509115	420.2547615	0.0509115	420.2547615	0.049657883	441.6505618	0.06270387	458.9246811			
0.0510115	420.4009304	0.0510115	420.4009304	0.049753034	441.8462125	0.06270387	458.995154			
0.0510115	420.4154094	0.0510115	420.4154094	0.049753034	441.86143	0.062797788	459.3723074			
0.0511115	420.5981204	0.0511115	420.5981204	0.049848176	442.0955213	0.062891697	459.143049			
0.0512115	420.6780996	0.0512115	420.6780996	0.049943309	442.2216561	0.062985597	459.3572564			
0.0512115	420.7953105	0.0512115	420.7953105	0.049943309	442.3448696	0.062985597	459.598841			
0.0512115	420.6270784	0.0512115	420.6270784	0.049943309	442.1680221	0.062985597	459.380754			
0.0513115	420.9056266	0.0513115	420.9056266	0.050038432	442.5029257	0.063079489	459.6574171			
0.0513115	420.9421688	0.0513115	420.9421688	0.050038432	442.5413429	0.063079489	459.4782312			
0.0515115	420.8835634	0.0515115	420.8835634	0.050228653	442.5639071	0.063173371	459.7710789			
0.0516115	421.0876482	0.0516115	421.0876482	0.05032375	442.8206134	0.063173371	459.6697265			
0.0516115	421.3069015	0.0516115	421.3069015	0.05032375	443.0511826	0.063267245	459.4249529			
0.0516115	421.2338171	0.0516115	421.2338171	0.05032375	442.9743262	0.06336111	459.7949648			
0.0517115	421.1607326	0.0517115	421.1607326	0.050418837	442.9395859	0.06336111	459.7633781			
0.0518115	421.2558803	0.0518115	421.2558803	0.050513916	443.0817793	0.06336111	460.2224877			
0.0519115	421.1676274	0.0519115	421.1676274	0.050608985	443.0310707	0.063454966	459.6978043			
0.0519115	421.2779435	0.0519115	421.2779435	0.050608985	443.1471135	0.063548813	460.0994878			
0.0519115	421.51926	0.0519115	421.51926	0.050608985	443.4009571	0.063548813	460.2853702			
0.0520115	421.336549	0.0520115	421.336549	0.050704046	443.2508949	0.063642651	460.2352474			
0.0521115	421.4241124	0.0521115	421.4241124	0.050799097	443.385155	0.063642651	460.4534777			
0.0522115	421.5985497	0.0522115	421.5985497	0.05089414	443.6108424	0.063642651	459.885491			
0.0523115	421.5406338	0.0523115	421.5406338	0.050989173	443.5920566	0.063830302	460.7963772			
0.0522115	421.8260767	0.0522115	421.8260767	0.05089414	443.8502489	0.063830302	460.3216188			
0.0523115	421.7819503	0.0523115	421.7819503	0.050989173	443.8459968	0.063830302	460.7272947			
0.0524115	421.9212244	0.0524115	421.9212244	0.051084198	444.0347486	0.063924114	460.871212			
0.0524115	422.117725	0.0524115	422.117725	0.051084198	444.2415481	0.063924114	460.6301356			
0.0524115	422.0956617	0.0524115	422.0956617	0.051084198	444.2183285	0.064017917	460.5719082			
0.0525115	422.0301615	0.0525115	422.0301615	0.051179213	444.1915984	0.064111711	460.5761476			
0.0526115	422.1397882	0.0526115	422.1397882	0.051274219	444.3491956	0.064111711	460.654071			
0.0527115	422.088767	0.0527115	422.088767	0.051369217	444.337699	0.064111711	460.4592624			
0.0528115	422.271478	0.0528115	422.271478	0.051464205	444.5722682	0.064205497	460.7597674			
0.0528115	422.3742099	0.0528115	422.3742099	0.051464205	444.6804255	0.064299274	461.161052			
0.0528115	422.4031679	0.0528115	422.4031679	0.051464205	444.7109128	0.064299274	461.333104			
0.0528115	422.2935413	0.0528115	422.2935413	0.051464205	444.5954966	0.064393042	461.1417929			
0.0529115	422.300436	0.0529115	422.300436	0.051559184	444.6449855	0.064486801	461.1931206			
0.0529115	422.3811047	0.0529115	422.3811047	0.051559184	444.7299225	0.064486801	461.1776772			
0.0529115	422.2569991	0.0529115	422.2569991	0.051559184	444.5992503	0.064486801	461.0144178			
0.0530115	422.271478	0.0530115	422.271478	0.051654154	444.6567225	0.064580552	461.8519495			
0.0531115	422.271478	0.0531115	422.271478	0.051749115	444.6989496	0.064580552	461.4783299			
0.0532115	422.6658582	0.0532115	422.6658582	0.051844068	445.1565425	0.064674293	461.3259379			
0.0532115	422.8561535	0.0532115	422.8561535	0.051844068	445.3569637	0.064768026	461.3927208			
0.0533115	422.783069	0.0533115	422.783069	0.051939011	445.3222686	0.064674293	461.6922371			
0.0533115	422.8706324	0.0533115	422.8706324	0.051939011	445.4145002	0.06486175	461.7567223			
0.0533115	422.9002799	0.0533115	422.9002799	0.051939011	445.4457282	0.06486175	461.5455825			
0.0534115	423.052654	0.0534115	423.052654	0.052033945	445.6485309	0.064955465	461.8066197			
0.0535115	422.6948161	0.0535115	422.6948161	0.05212887	445.3138498	0.064955465	461.6359263			
0.0535115	423.0016328	0.0535115	423.0016328	0.05212887	445.6370847	0.065049172	461.8734422			
0.0535115	422.8416745	0.0535115	422.8416745	0.05212887	445.4685667	0.065049172	461.6475465			
0.0536115	422.8485692	0.0536115	422.8485692	0.052223786	445.5181153	0.065049172	462.0213413			
0.0536115	423.0747173	0.0536115	423.0747173	0.052223786	445.7563875	0.06514287	462.0808231			
0.0537115	423.1478017	0.0537115	423.1478017	0.052318693	445.8757048	0.065236559	462.4361617			
0.0538115	423.2870758	0.0538115	423.2870758	0.052413592	446.0647883	0.065236559	462.350791			
0.0538115	423.0236961	0.0538115	423.0236961	0.052413592	445.7872357	0.065330239	462.2535257			
0.0538115	423.338097	0.0538115	423.338097	0.052413592	446.118555	0.065330239	462.104849			
0.0539115	423.1629702	0.0539115	423.1629702	0.052508481	445.9763206	0.06542391	462.3196465			
0.0539115	423.2429493	0.0539115	423.2429493	0.052508481	446.0606116	0.06542391	462.6943174			
0.0540115	423.6890401	0.0540115	423.6890401	0.052603361	446.5731207	0.065517573	462.5506717			
0.0541115	423.5421818	0.0541115	423.5421818	0.052698232	446.4606846	0.065611227	462.4298141			
0.0541115	423.6890401	0.0541115	423.6890401	0.052698232	446.6154896	0.065611227	462.5240515			
0.0542115	423.5352871	0.0542115	423.5352871	0.052793094	446.4957703	0.065704872	462.8869205			
0.0543115	423.6159557	0.0543115	423.6159557	0.052887947	446.6231737	0.065798508	462.6180455			
0.0543115	423.5277028	0.0543115	423.5277028	0.052887947	446.5301276	0.065798508	462.7424917			
0.0544115	423.3967024	0.0544115	423.3967024	0.052982791	446.4343521	0.065892136	462.7320593			
0.0544115	423.6449137	0.0544115	423.6449137	0.052982791	446.6960689	0.065985755	462.9381495			
0.0545115	423.6738717	0.0545115	423.6738717	0.053077627	446.7689699	0.065985755	462.9153178			
0.0545115	423.6373295	0.0545115	423.6373295	0.053077627	446.7304357	0.065985755	463.1185935			
0.0546115	423.6593927	0.0546115	423.6593927	0.053172453	446.7960676	0.066079365	463.1538457			
0.0547115	424.0027516	0.0547115	424.0027516	0.05326727	447.2005781	0.066172966	463.2833869			
0.0547115	423.8717512	0.0547115	423.8717512	0.05326727	447.0624105	0.066172966	463.1345848			
0.0548115	423.8793354	0.0548115	423.8793354	0.053362078	447.1127976	0.066266558	463.4048403			
0.0549115	424.0834203	0.0549115	424.0834203	0.053456877	447.370477	0.066360142	463.8151268			
0.0549115	424.3688632	0.0549115	424.3688632	0.053456877	447.671594	0.066360142	463.5491486			
0.0550115	423.835209	0.0550115	423.835209	0.053551667	447.1510196	0.066453717	463.7406342			
0.0550115	424.0392938	0.0550115	424.0392938	0.053551667	447.3663314	0.066453717	464.1156912			
0.0551115	424.1344415	0.0551115	424.1344415	0.053646449	447.5091267	0.066547283	464.0426855			
0.0552115	424.3392157	0.0552115	424.3392157	0.053741221	447.7676204	0.066640841	463.9527073			
0.0552115	424.2585471	0.0552115	424.2585471	0.053741221	447.6824979	0.066640841	463.8745865			
0.0553115	424.4343634	0.0553115	424.4343634	0.053835984	447.9104647	0.06673439	464.1988023			
0.0553115	424.572948	0.0553115	424.572948	0.053835984	448.0567146	0.06682793	464.0631038			
0.0554115	424.3833422	0.0554115	424.3833422	0.053930738	447.8990598	0.06682793	463.8051095			
0.0554115	424.5508848	0.0554115	424.5508848	0.053930738	448.0758862	0.06682793	463.8751365			
0.0555115	424.4495319	0.0555115	424.4495319	0.054025484	448.0113621	0.066921461	464.0128864			
0.0555115	424.7777223	0.0555115	424.7777223	0.054025484	448.3577708	0.067014983	464.1108416			
0.0556115	424.2957788	0.0556115	424.2957788	0.05412022	447.8915035	0.067108497	464.5133257			
0.0556115	424.4054054	0.0556115	424.4054054	0.05412022	448.0072266	0.067108497	464.6305617			
0.0557115	424.7411801	0.0557115	424.7411801	0.054214947	448.4041484	0.067108497	464.505215			
0.0558115	424.7115326	0.0558115	424.7115326	0.054309666	448.4153203	0.067202002	464.5021943			
0.0558115	424.8804542	0.0558115	424.8804542	0.054309666	448.5936697	0.067202002	464.5331652			
0.0559115	424.7046379	0.0559115	424.7046379	0.054404375	448.4505112	0.067295498	464.4984274			
0.0560115	424.8142645	0.0560115	424.8142645	0.054499075	448.6087487	0.067388986	465.0972219			
0.0560115	424.9742229	0.0560115	424.9742229	0.054499075	448.7776666	0.067388986	464.8081062			
0.0561115	424.6384482	0.0561115	424.6384482	0.054593767	448.4655485	0.067482465	464.7733713			
0.0561115	425.3479187	0.0561115	425.3479187	0.054593767	449.2148285	0.067482465	465.1797939			
0.0562115	425.0624758	0.0562115	425.0624758	0.054688449	448.9558751	0.067575935	464.9658267			
0.0563115	425.2962081	0.0563115	425.2962081	0.054783123	449.2452755	0.067575935	464.942221			
0.0563115	425.610609	0.0563115	425.610609	0.054783123	449.5773808	0.067669396	464.8056669			
0.0563115	425.3037923	0.0563115	425.3037923	0.054783123	449.2532868	0.067762849	464.9509248			
0.0563115	425.0183493	0.0563115	425.0183493	0.054783123	448.9517701	0.067762849	464.9974072			
0.0564115	425.1721024	0.0564115	425.1721024	0.054877787	449.1566985	0.067762849	464.9191987			
0.0565115	425.1645182	0.0565115	425.1645182	0.054972443	449.1912029	0.067856292	465.0725894			
0.0565115	425.0404126	0.0565115	425.0404126	0.054972443	449.0600838	0.067949728	465.2252627			
0.0566115	425.0624758	0.0566115	425.0624758	0.05506709	449.1259001	0.068043154	465.4325701			
0.0567115	425.2527711	0.0567115	425.2527711	0.055161727	449.3694936	0.068043154	465.3617199			
0.0567115	425.384461	0.0567115	425.384461	0.055161727	449.5086518	0.068043154	465.6834979			
0.0568115	425.384461	0.0568115	425.384461	0.055256356	449.5511903	0.068136572	465.8207406			
0.0568115	425.5588983	0.0568115	425.5588983	0.055256356	449.7355377	0.068229981	465.7077644			
0.0569115	425.6030248	0.0569115	425.6030248	0.055350976	449.8247313	0.068229981	465.9417613			
0.0569115	425.7278199	0.0569115	425.7278199	0.055350976	449.9566287	0.068323381	465.9623973			
0.0569115	425.639567	0.0569115	425.639567	0.055350976	449.8633532	0.068416772	466.052429			
0.0570115	425.4933981	0.0570115	425.4933981	0.055445587	449.751415	0.068416772	465.983029			
0.0571115	425.9105309	0.0571115	425.9105309	0.055540189	450.2349202	0.068510155	466.0265458			
0.0572115	425.8595097	0.0572115	425.8595097	0.055634781	450.2235711	0.068603529	465.9519128			
0.0571115	425.8884677	0.0571115	425.8884677	0.055540189	450.2115969	0.068603529	466.1867356			
0.0571115	425.9684469	0.0571115	425.9684469	0.055540189	450.2961438	0.068603529	466.053817			
0.0572115	425.8664045	0.0572115	425.8664045	0.055634781	450.2308603	0.068696894	466.1364731			
0.0573115	425.8443413	0.0573115	425.8443413	0.055729365	450.2501192	0.068790251	466.179992			
0.0573115	425.8960519	0.0573115	425.8960519	0.055729365	450.3047935	0.068790251	466.5404163			
0.0574115	425.7126514	0.0574115	425.7126514	0.05582394	450.1534533	0.068883599	466.4111264			
0.0575115	425.8443413	0.0575115	425.8443413	0.055918507	450.3352881	0.068883599	466.2700455			
0.0575115	425.7126514	0.0575115	425.7126514	0.055918507	450.1960246	0.068976938	466.6504216			
0.0576115	425.8298623	0.0576115	425.8298623	0.056013064	450.3625594	0.069070268	466.7176173			
0.0577115	425.9974049	0.0577115	425.9974049	0.056107612	450.5823541	0.069070268	466.7493849			
0.0577115	425.9974049	0.0577115	425.9974049	0.056107612	450.5823541	0.06916359	466.7611742			
0.0578115	425.9387994	0.0578115	425.9387994	0.056202151	450.5629603	0.06916359	467.097351			
0.0578115	426.3414533	0.0578115	426.3414533	0.056202151	450.9888922	0.069256903	466.6717257			
0.0579115	426.2607846	0.0579115	426.2607846	0.056296682	450.946186	0.069256903	466.7892139			
0.0580115	426.1877002	0.0580115	426.1877002	0.056391203	450.9114879	0.069350208	466.8327694			
0.0581115	426.2828478	0.0581115	426.2828478	0.056485715	451.0547835	0.069443503	466.9701851			
0.0582115	426.2318266	0.0582115	426.2318266	0.056580219	451.0434206	0.069443503	467.0640453			
0.0582115	426.3490375	0.0582115	426.3490375	0.056580219	451.1674545	0.069443503	466.9783147			
0.0583115	426.2318266	0.0583115	426.2318266	0.056674714	451.0860438	0.06953679	467.0677055			
0.0583115	426.5820803	0.0583115	426.5820803	0.056674714	451.4567213	0.069630068	467.0181363			
0.0583115	426.4503904	0.0583115	426.4503904	0.056674714	451.3173524	0.069630068	467.0417905			
0.0584115	426.2242424	0.0584115	426.2242424	0.056769199	451.1206397	0.069723338	467.4926877			
