Strain (mm/mm)	Engineering stress (MPa)	Strain up to UTS (mm/mm)	Engineering stress up to UTS (MPa)	True strain (mm/mm)	True stress (MPa)	True strain in plastic region (mm/mm)	True stress in plastic region (MPa)	Fitted true strain in plastic region (mm/mm)	Fitted true stress in plastic region (MPa)	Plastic strain for Ansys (mm/mm)
0.1473115	457.8470467	0.1473115	457.8470467	0.137421379	525.2931819	0.151700395	533.4005254			
0.1474115	458.037342	0.1474115	458.037342	0.137508536	525.5573136	0.151700395	533.3323197			
0.1475115	458.4462011	0.1475115	458.4462011	0.137595685	526.0722878	0.151786315	533.2842549			
0.1476115	458.0883632	0.1476115	458.0883632	0.137682826	525.7074736	0.151872229	533.4239724			
0.1476115	458.0152787	0.1476115	458.0152787	0.137682826	525.623601	0.151872229	533.0331268			
0.1477115	458.292448	0.1477115	458.292448	0.13776996	525.9875129	0.151958135	533.2659316			
0.1477115	458.277969	0.1477115	458.277969	0.13776996	525.9708952	0.152044034	533.4056558			
0.1478115	458.022863	0.1478115	458.022863	0.137857086	525.7239094	0.152129925	533.3575492			
0.1478115	457.9932155	0.1478115	457.9932155	0.137857086	525.6898797	0.152215809	533.1135352			
0.1479115	458.2193635	0.1479115	458.2193635	0.137944204	525.9952769	0.152215809	533.3519767			
0.1480115	458.0662999	0.1480115	458.0662999	0.138031315	525.8653801	0.152301686	533.5928864			
0.1481115	458.1393844	0.1481115	458.1393844	0.138118419	525.9950958	0.152387555	533.5375332			
0.1481115	458.2117793	0.1481115	458.2117793	0.138118419	526.0782133	0.152473417	533.6002096			
0.1482115	458.3365744	0.1482115	458.3365744	0.138205514	526.2673256	0.152473417	533.8130153			
0.1482115	457.9642575	0.1482115	457.9642575	0.138205514	525.8398271	0.152473417	533.7704541			
0.1483115	458.1249054	0.1483115	458.1249054	0.138292603	526.0700973	0.152559271	533.4677333			
0.1484115	458.1897161	0.1484115	458.1897161	0.138379683	526.1903391	0.152645118	533.5986688			
0.1484115	458.1752371	0.1484115	458.1752371	0.138379683	526.1737113	0.152645118	533.8187396			
0.1485115	458.0959474	0.1485115	458.0959474	0.138466756	526.1284637	0.152730958	533.6613429			
0.1486115	458.4682643	0.1486115	458.4682643	0.138553822	526.6019207	0.152816791	533.8180079			
0.1486115	458.5854752	0.1486115	458.5854752	0.138553822	526.7365505	0.152816791	533.7834653			
0.1487115	458.3875956	0.1487115	458.3875956	0.138640879	526.5551026	0.152902616	533.7360866			
0.1488115	458.4606801	0.1488115	458.4606801	0.13872793	526.6849015	0.152988433	533.6878884			
0.1488115	458.4606801	0.1488115	458.4606801	0.13872793	526.6849015	0.152988433	533.7304715			
0.1489115	458.4606801	0.1489115	458.4606801	0.138814972	526.7307476	0.152988433	533.8670587			
0.1490115	458.1752371	0.1490115	458.1752371	0.138902008	526.4486164	0.153074244	533.7851118			
0.1490115	458.3655324	0.1490115	458.3655324	0.138902008	526.6672679	0.153160046	533.8903798			
0.1491115	458.3510534	0.1491115	458.3510534	0.138989035	526.6964665	0.153245842	533.8590358			
0.1492115	458.277969	0.1492115	458.277969	0.139076055	526.6583122	0.15333163	534.1604226			
0.1492115	457.9932155	0.1492115	457.9932155	0.139076055	526.3310702	0.15333163	534.2198986			
0.1493115	458.1393844	0.1493115	458.1393844	0.139163067	526.5448631	0.153417411	534.3597709			
0.1493115	458.5999541	0.1493115	458.5999541	0.139163067	527.0742012	0.153417411	534.6411004			
0.1494115	458.5192855	0.1494115	458.5192855	0.139250072	527.0273397	0.153503185	534.4739355			
0.1495115	458.5413487	0.1495115	458.5413487	0.13933707	527.0985536	0.153588951	534.1531821			
0.1496115	458.5413487	0.1496115	458.5413487	0.139424059	527.1444077	0.153588951	534.1708687			
0.1496115	458.3875956	0.1496115	458.3875956	0.139424059	526.9676514	0.153674709	534.7617963			
0.1497115	458.3951799	0.1497115	458.3951799	0.139511041	527.0222098	0.153760461	534.2624923			
0.1497115	458.4096588	0.1497115	458.4096588	0.139511041	527.0388565	0.153846205	534.4353588			
0.1498115	458.5413487	0.1498115	458.5413487	0.139598016	527.236116	0.153846205	534.4602873			
0.1499115	458.6220174	0.1499115	458.6220174	0.139684983	527.3747319	0.153931942	534.5318469			
0.1500115	458.4096588	0.1500115	458.4096588	0.139771942	527.1763794	0.153931942	534.3967392			
0.1500115	458.4096588	0.1500115	458.4096588	0.139771942	527.1763794	0.154017671	534.4594446			
0.1501115	458.4903275	0.1501115	458.4903275	0.139858894	527.3149983	0.154189108	534.8575621			
0.1501115	458.6509754	0.1501115	458.6509754	0.139858894	527.4997612	0.154189108	534.6612838			
0.1502115	458.3365744	0.1502115	458.3365744	0.139945839	527.1839988	0.154274815	534.4947253			
0.1502115	458.5634119	0.1502115	458.5634119	0.139945839	527.4449099	0.154360515	534.9661442			
0.1503115	458.4317221	0.1503115	458.4317221	0.140032775	527.3392819	0.154360515	534.99189			
0.1503115	458.0814684	0.1503115	458.0814684	0.140032775	526.936381	0.154446208	534.7987629			
0.1505115	458.5192855	0.1505115	458.5192855	0.140206626	527.5317109	0.154531893	535.0578334			
0.1505115	458.5123907	0.1505115	458.5123907	0.140206626	527.5237784	0.154617571	535.632408			
0.1506115	458.2414268	0.1506115	458.2414268	0.14029354	527.2578554	0.154617571	535.1809354			
0.1506115	458.4020746	0.1506115	458.4020746	0.14029354	527.4426987	0.154703241	535.3459019			
0.1507115	458.775081	0.1507115	458.775081	0.140380447	527.9177616	0.154788905	535.3233467			
0.1508115	458.804039	0.1508115	458.804039	0.140467346	527.9969643	0.154874561	535.5567604			
0.1508115	458.3731166	0.1508115	458.3731166	0.140467346	527.5010539	0.154874561	535.2074031			
0.1509115	458.6578701	0.1509115	458.6578701	0.140554237	527.8746173	0.154960209	535.4239133			
0.1510115	458.9281446	0.1510115	458.9281446	0.140641121	528.2315721	0.154960209	535.2532448			
0.1510115	458.306927	0.1510115	458.306927	0.140641121	527.5165435	0.15504585	535.4955331			
0.1511115	458.4462011	0.1511115	458.4462011	0.140727997	527.7226942	0.155131484	535.0623109			
0.1511115	458.4317221	0.1511115	458.4317221	0.140727997	527.7060272	0.155217111	535.3819123			
0.1512115	458.1393844	0.1512115	458.1393844	0.140814866	527.4153279	0.15530273	536.0937492			
0.1513115	458.0738842	0.1513115	458.0738842	0.140901727	527.3857307	0.15530273	535.4446649			
0.1513115	458.292448	0.1513115	458.292448	0.140901727	527.6373657	0.155388342	535.9342742			
0.1514115	458.4972223	0.1514115	458.4972223	0.140988581	527.9189744	0.155388342	535.9431334			
0.1514115	458.2414268	0.1514115	458.2414268	0.140988581	527.6244486	0.155473947	535.902831			
0.1515115	458.4972223	0.1515115	458.4972223	0.141075427	527.9648242	0.155559544	535.7706844			
0.1516115	458.5489329	0.1516115	458.5489329	0.141162266	528.0702245	0.155645134	535.6111171			
0.1516115	458.4827433	0.1516115	458.4827433	0.141162266	527.9939997	0.155730717	535.8277581			
0.1517115	458.3951799	0.1517115	458.3951799	0.141249097	527.9390002	0.155730717	535.503077			
0.1518115	458.4317221	0.1518115	458.4317221	0.14133592	528.0269294	0.155816292	535.771286			
0.1519115	458.7530178	0.1519115	458.7530178	0.141422736	528.4428768	0.15590186	536.1072202			
0.1520115	458.5709962	0.1520115	458.5709962	0.141509545	528.2790612	0.15590186	535.8171329			
0.1520115	458.6944123	0.1520115	458.6944123	0.141509545	528.421238	0.155987421	535.7775578			
0.1521115	458.775081	0.1521115	458.775081	0.141596346	528.5600467	0.156072974	535.6517329			
0.1522115	458.5923699	0.1522115	458.5923699	0.141683139	528.3954024	0.15615852	536.3987821			
0.1523115	458.4317221	0.1523115	458.4317221	0.141769925	528.2561453	0.15615852	536.057036			
0.1523115	458.4972223	0.1523115	458.4972223	0.141769925	528.3316219	0.156244059	535.8546208			
0.1524115	458.4758485	0.1524115	458.4758485	0.141856703	528.3528403	0.15632959	536.1406857			
0.1524115	458.3365744	0.1524115	458.3365744	0.141856703	528.1923392	0.15632959	536.5760029			
0.1525115	458.3951799	0.1525115	458.3951799	0.141943474	528.3057163	0.156415114	535.9809566			
0.1526115	458.4317221	0.1526115	458.4317221	0.142030237	528.3936748	0.156415114	536.2462003			
0.1527115	458.6144331	0.1527115	458.6144331	0.142116993	528.6501311	0.156500631	536.4194527			
0.1527115	458.4827433	0.1527115	458.4827433	0.142116993	528.4983307	0.156500631	535.8211923			
0.1528115	458.3951799	0.1528115	458.3951799	0.142203741	528.4432349	0.15658614	535.9524851			
0.1528115	458.5999541	0.1528115	458.5999541	0.142203741	528.679301	0.156671642	536.3579749			
0.1530115	458.5337645	0.1530115	458.5337645	0.142377215	528.6947036	0.156757137	536.6683606			
0.1530115	458.5413487	0.1530115	458.5413487	0.142377215	528.7034483	0.156757137	536.3014087			
0.1532115	458.5123907	0.1532115	458.5123907	0.142550659	528.7617619	0.156842625	536.3472578			
0.1532115	458.6144331	0.1532115	458.6144331	0.142550659	528.8794384	0.156928105	536.7512485			
0.1533115	458.3655324	0.1533115	458.3655324	0.14263737	528.6382397	0.156928105	536.5560452			
0.1533115	458.4241378	0.1533115	458.4241378	0.14263737	528.70583	0.157013578	536.4470228			
0.1533115	458.5778909	0.1533115	458.5778909	0.14263737	528.8831553	0.157099043	536.5445054			
0.1534115	458.5854752	0.1534115	458.5854752	0.142724073	528.9377608	0.157099043	536.9035151			
0.1535115	458.4096588	0.1535115	458.4096588	0.142810768	528.7808132	0.157184502	536.453198			
0.1535115	458.2269478	0.1535115	458.2269478	0.142810768	528.5700539	0.157184502	536.5814843			
0.1536115	458.5413487	0.1536115	458.5413487	0.142897456	528.9785731	0.157269953	536.77258			
0.1537115	458.1469686	0.1537115	458.1469686	0.142984137	528.5694264	0.157355396	536.7078908			
0.1538115	458.2855532	0.1538115	458.2855532	0.14307081	528.7751416	0.157440833	536.9756829			
0.1538115	458.1104264	0.1538115	458.1104264	0.14307081	528.5730782	0.157526262	536.6026691			
0.1539115	458.4172431	0.1539115	458.4172431	0.143157475	528.9729286	0.157526262	537.3895996			
0.1539115	458.0594052	0.1539115	458.0594052	0.143157475	528.5600153	0.157611684	536.7340694			
0.1540115	458.4241378	0.1540115	458.4241378	0.143244133	529.0267269	0.157697098	536.8138205			
0.1540115	458.3655324	0.1540115	458.3655324	0.143244133	528.9590956	0.157782505	537.0316284			
0.1541115	458.1249054	0.1541115	458.1249054	0.143330784	528.7272217	0.157867905	537.3851061			
0.1542115	458.3365744	0.1542115	458.3365744	0.143417427	529.0173451	0.157953298	536.8399412			
0.1543115	458.3365744	0.1543115	458.3365744	0.143504062	529.0631787	0.157953298	536.9860902			
0.1543115	458.4241378	0.1543115	458.4241378	0.143504062	529.1642542	0.158038683	537.4680047			
0.1544115	458.2483215	0.1544115	458.2483215	0.14359069	529.0071322	0.158124061	537.2393137			
0.1544115	458.3289902	0.1544115	458.3289902	0.14359069	529.1002571	0.158124061	537.0430692			
0.1545115	458.3220954	0.1545115	458.3220954	0.143677311	529.1381299	0.158209432	536.9524244			
0.1546115	458.0738842	0.1546115	458.0738842	0.143763924	528.8973745	0.158294795	537.3827413			
0.1546115	457.9566733	0.1546115	457.9566733	0.143763924	528.7620415	0.158380152	537.1466908			
0.1547115	458.0076945	0.1547115	458.0076945	0.143850529	528.8667519	0.1584655	537.0899386			
0.1548115	458.0814684	0.1548115	458.0814684	0.143937127	528.9977476	0.1584655	537.7313847			
0.1548115	458.0442367	0.1548115	458.0442367	0.143937127	528.9547521	0.158550842	537.7950521			
0.1549115	458.0814684	0.1549115	458.0814684	0.144023718	529.0435558	0.158636176	537.1299024			
0.1550115	458.0442367	0.1550115	458.0442367	0.144110301	529.0463609	0.158721503	537.5361369			
0.1550115	458.0883632	0.1550115	458.0883632	0.144110301	529.0973275	0.158721503	537.7753266			
0.1551115	458.3220954	0.1551115	458.3220954	0.144196876	529.4131231	0.158806823	537.6838272			
0.1552115	457.9787365	0.1552115	457.9787365	0.144283444	529.0623032	0.158892136	537.8064804			
0.1553115	458.2338425	0.1553115	458.2338425	0.144370005	529.402828	0.158977441	538.0843365			
0.1553115	458.2117793	0.1553115	458.2117793	0.144370005	529.3773381	0.158977441	537.3900237			
0.1554115	458.3655324	0.1554115	458.3655324	0.144456558	529.6008073	0.159062739	537.5991505			
0.1555115	458.1180106	0.1555115	458.1180106	0.144543103	529.3606296	0.159062739	537.5045736			
0.1556115	458.277969	0.1556115	458.277969	0.144629641	529.5912912	0.159148029	537.6619814			
0.1556115	458.1897161	0.1556115	458.1897161	0.144629641	529.4893051	0.159233313	537.5534159			
0.1557115	458.1614476	0.1557115	458.1614476	0.144716172	529.5024538	0.159318589	537.5483193			
0.1558115	458.3510534	0.1558115	458.3510534	0.144802695	529.7674186	0.159403858	537.5076345			
0.1559115	458.0297577	0.1559115	458.0297577	0.14488921	529.4418643	0.159489119	537.8712819			
0.1559115	457.9863208	0.1559115	457.9863208	0.14488921	529.391655	0.159574374	537.7286979			
0.1560115	457.9863208	0.1560115	457.9863208	0.144975718	529.4374536	0.159659621	537.6451266			
0.1560115	458.1393844	0.1560115	458.1393844	0.144975718	529.6143969	0.159659621	538.2711624			
0.1561115	458.0152787	0.1561115	458.0152787	0.145062219	529.5167309	0.159659621	537.8432904			
0.1561115	458.0959474	0.1561115	458.0959474	0.145062219	529.6099929	0.15974486	538.043638			
0.1562115	458.3365744	0.1562115	458.3365744	0.145148712	529.9340182	0.159830093	537.8832115			
0.1563115	458.2414268	0.1563115	458.2414268	0.145235198	529.8698316	0.159830093	538.217316			
0.1564115	458.1249054	0.1564115	458.1249054	0.145321676	529.780909	0.159915318	538.0237122			
0.1564115	458.292448	0.1564115	458.292448	0.145321676	529.9746572	0.159915318	537.9290546			
0.1564115	458.3145112	0.1564115	458.3145112	0.145321676	530.0001714	0.160000536	538.3430418			
0.1565115	458.1324896	0.1565115	458.1324896	0.145408146	529.8354928	0.160085747	538.34603			
0.1565115	458.0007997	0.1565115	458.0007997	0.145408146	529.6831919	0.16017095	538.2640401			
0.1566115	458.1180106	0.1566115	458.1180106	0.14549461	529.8645594	0.16017095	537.8772207			
0.1567115	458.2117793	0.1567115	458.2117793	0.145581065	530.0188346	0.160256146	538.2670064			
0.1568115	458.3875956	0.1568115	458.3875956	0.145667514	530.2680421	0.160256146	538.1383254			
0.1568115	457.8325677	0.1568115	457.8325677	0.145667514	529.6259793	0.160341335	538.0117721			
0.1569115	458.292448	0.1569115	458.292448	0.145753954	530.2038034	0.160341335	538.123467			
0.1569115	457.9277153	0.1569115	457.9277153	0.145753954	529.78184	0.160426517	538.3328166			
0.1570115	457.7001883	0.1570115	457.7001883	0.145840388	529.5643814	0.160511691	537.9658148			
0.1571115	457.9421943	0.1571115	457.9421943	0.145926813	529.8901794	0.160596859	538.0375407			
0.1571115	458.0076945	0.1571115	458.0076945	0.145926813	529.9659704	0.160682018	538.4533762			
0.1571115	458.1752371	0.1571115	458.1752371	0.145926813	530.1598359	0.160767171	538.3356638			
0.1573115	458.1028421	0.1573115	458.1028421	0.146099643	530.1676874	0.160767171	538.0789799			
0.1574115	458.1545528	0.1574115	458.1545528	0.146186046	530.2733482	0.160852316	538.2786583			
0.1574115	458.0297577	0.1574115	458.0297577	0.146186046	530.1289089	0.160852316	538.5021623			
0.1575115	458.2117793	0.1575115	458.2117793	0.146272442	530.385404	0.160937455	538.5131871			
0.1576115	458.26349	0.1576115	458.26349	0.146358831	530.491086	0.161022586	538.5161066			
0.1576115	458.4462011	0.1576115	458.4462011	0.146358831	530.7025945	0.161022586	538.6278776			
0.1577115	458.3731166	0.1577115	458.3731166	0.146445212	530.6638284	0.161107709	538.6478094			
0.1578115	457.9642575	0.1578115	457.9642575	0.146531585	530.236284	0.161192826	538.5996907			
0.1579115	458.2269478	0.1579115	458.2269478	0.146617951	530.5862524	0.161192826	538.4012228			
0.1580115	458.4096588	0.1580115	458.4096588	0.14670431	530.8436567	0.161363037	538.5706527			
0.1581115	458.2269478	0.1581115	458.2269478	0.146790661	530.6778978	0.161363037	538.2020068			
0.1581115	458.2855532	0.1581115	458.2855532	0.146790661	530.7457695	0.161448131	538.4787366			
0.1582115	458.5123907	0.1582115	458.5123907	0.146877005	531.0543238	0.161448131	538.8830662			
0.1582115	458.292448	0.1582115	458.292448	0.146877005	530.7995836	0.161533219	538.6882468			
0.1583115	458.0442367	0.1583115	458.0442367	0.146963341	530.5579069	0.161618299	538.5703761			
0.1584115	458.0594052	0.1584115	458.0594052	0.14704967	530.6212826	0.161703372	538.6850872			
0.1585115	458.4317221	0.1585115	458.4317221	0.147135991	531.098422	0.161703372	539.0465642			
0.1585115	458.4020746	0.1585115	458.4020746	0.147135991	531.0640751	0.161788438	538.8857289			
0.1586115	458.1393844	0.1586115	458.1393844	0.147222305	530.8055593	0.161873496	538.8975214			
0.1586115	458.4537853	0.1586115	458.4537853	0.147222305	531.1698279	0.161958548	539.1492734			
0.1587115	458.2338425	0.1587115	458.2338425	0.147308612	530.960823	0.161958548	538.9603818			
0.1588115	458.4903275	0.1588115	458.4903275	0.147394911	531.3038642	0.162043592	538.8594711			
0.1589115	458.2703848	0.1589115	458.2703848	0.147481203	531.094819	0.162128628	539.0090824			
0.1589115	458.6296016	0.1589115	458.6296016	0.147481203	531.5111195	0.162128628	539.31882			
0.1590115	458.3145112	0.1590115	458.3145112	0.147567487	531.1917891	0.162213658	539.0289672			
0.1591115	458.4972223	0.1591115	458.4972223	0.147653763	531.449403	0.16229868	538.8006911			
0.1591115	458.5048065	0.1591115	458.5048065	0.147653763	531.458194	0.162383695	538.8546096			
0.1592115	458.2269478	0.1592115	458.2269478	0.147740033	531.1819475	0.162383695	539.223632			
0.1592115	457.9642575	0.1592115	457.9642575	0.147740033	530.8774339	0.162468703	538.7114305			
0.1593115	458.1180106	0.1593115	458.1180106	0.147826294	531.1014781	0.162553704	538.9381155			
0.1594115	458.0883632	0.1594115	458.0883632	0.147912549	531.1129163	0.162553704	539.6332934			
0.1594115	458.1469686	0.1594115	458.1469686	0.147912549	531.1808641	0.162638697	539.6110161			
0.1595115	457.9277153	0.1595115	457.9277153	0.147998796	530.9724521	0.162723684	539.2698808			
0.1596115	458.1028421	0.1596115	458.1028421	0.148085035	531.2213239	0.162808663	539.6856999			
0.1596115	458.3220954	0.1596115	458.3220954	0.148085035	531.4755726	0.162808663	539.8398627			
0.1597115	458.0959474	0.1597115	458.0959474	0.148171267	531.2591383	0.162893634	539.5595321			
0.1597115	458.1545528	0.1597115	458.1545528	0.148171267	531.3271037	0.162978599	539.7774199			
0.1599115	458.4241378	0.1599115	458.4241378	0.148343709	531.7314294	0.163063556	539.8914535			
0.1599115	458.2855532	0.1599115	458.2855532	0.148343709	531.5706835	0.163063556	539.8662942			
0.1599115	458.1614476	0.1599115	458.1614476	0.148343709	531.4267319	0.163148506	539.7051849			
0.1600115	458.1752371	0.1600115	458.1752371	0.148429919	531.4885441	0.163233449	539.6308952			
0.1601115	458.0662999	0.1601115	458.0662999	0.148516121	531.4079823	0.163233449	539.7510309			
0.1602115	458.0442367	0.1602115	458.0442367	0.148602316	531.4281909	0.163318385	539.6588716			
0.1603115	458.2483215	0.1603115	458.2483215	0.148688504	531.7107973	0.163403313	539.5675006			
0.1604115	458.292448	0.1604115	458.292448	0.148774684	531.807827	0.163403313	539.6446279			
0.1605115	458.4096588	0.1605115	458.4096588	0.148860856	531.9896808	0.163488235	539.7765222			
0.1605115	458.0442367	0.1605115	458.0442367	0.148860856	531.5656042	0.163573149	539.5738856			
0.1606115	457.9346101	0.1606115	457.9346101	0.148947021	531.4841747	0.163573149	539.4618292			
0.1607115	458.1180106	0.1607115	458.1180106	0.149033179	531.7428433	0.163658055	540.179219			
0.1608115	458.0738842	0.1608115	458.0738842	0.149119329	531.7374326	0.163742955	539.9830638			
0.1608115	457.9642575	0.1608115	457.9642575	0.149119329	531.6101767	0.163742955	539.484409			
0.1609115	458.2559058	0.1609115	458.2559058	0.149205472	531.9945509	0.163827847	539.9688027			
0.1610115	458.5923699	0.1610115	458.5923699	0.149291608	532.4310153	0.163912733	540.1007416			
0.1610115	458.4241378	0.1610115	458.4241378	0.149291608	532.2356959	0.163997611	540.0864725			
0.1611115	458.2193635	0.1611115	458.2193635	0.149377736	532.0437725	0.163997611	540.0945959			
0.1612115	458.1897161	0.1612115	458.1897161	0.149463857	532.0551675	0.164082482	540.3906606			
0.1613115	458.0152787	0.1613115	458.0152787	0.14954997	531.8984104	0.164167345	540.0400288			
0.1614115	458.3510534	0.1614115	458.3510534	0.149636076	532.3341845	0.164252202	539.8794677			
0.1614115	458.3731166	0.1614115	458.3731166	0.149636076	532.359809	0.164252202	540.0078514			
0.1615115	458.3000322	0.1615115	458.3000322	0.149722174	532.3207579	0.164337051	540.4250417			
0.1617115	458.1897161	0.1617115	458.1897161	0.149894349	532.2842624	0.164421893	540.3327366			
0.1617115	457.8691099	0.1617115	457.8691099	0.149894349	531.9118104	0.164421893	539.9458947			
0.1617115	458.0738842	0.1617115	458.0738842	0.149894349	532.1496991	0.164506728	540.4647303			
0.1618115	458.1469686	0.1618115	458.1469686	0.149980425	532.2804168	0.164591555	540.3813385			
0.1619115	457.8394624	0.1619115	457.8394624	0.150066494	531.9689365	0.164591555	539.9765487			
0.1619115	458.1469686	0.1619115	458.1469686	0.150066494	532.3262315	0.164676376	540.3840921			
0.1619115	457.9711523	0.1619115	457.9711523	0.150066494	532.1219485	0.164761189	540.7835672			
0.1620115	458.0297577	0.1620115	458.0297577	0.150152555	532.2358458	0.164845995	540.5619414			
0.1621115	457.9711523	0.1621115	457.9711523	0.150238609	532.2135427	0.164845995	540.1749355			
0.1622115	458.1545528	0.1622115	458.1545528	0.150324656	532.4724901	0.164930794	540.9086319			
0.1623115	458.2048846	0.1623115	458.2048846	0.150410695	532.5768067	0.165015585	540.9130264			
0.1623115	458.0076945	0.1623115	458.0076945	0.150410695	532.3476104	0.16510037	540.6734405			
0.1623115	458.1324896	0.1623115	458.1324896	0.150410695	532.4926612	0.16510037	540.7685901			
0.1624115	458.0518209	0.1624115	458.0518209	0.150496727	532.4447043	0.165185147	541.0641242			
0.1624115	458.0442367	0.1624115	458.0442367	0.150496727	532.4358883	0.165269917	540.7569842			
0.1625115	457.73742	0.1625115	457.73742	0.150582751	532.1250147	0.16535468	540.8459352			
0.1626115	458.0662999	0.1626115	458.0662999	0.150668768	532.5531481	0.16535468	540.9402955			
0.1627115	458.0297577	0.1627115	458.0297577	0.150754777	532.5564666	0.165439436	541.0292618			
0.1628115	457.9711523	0.1628115	457.9711523	0.15084078	532.5341225	0.165524184	540.6780837			
0.1628115	457.8911731	0.1628115	457.8911731	0.15084078	532.4411218	0.165524184	540.4112264			
0.1629115	457.9863208	0.1629115	457.9863208	0.150926774	532.5975592	0.16569366	541.2359888			
0.1630115	458.0442367	0.1630115	458.0442367	0.151012762	532.7107148	0.16569366	541.3051556			
0.1630115	457.9277153	0.1630115	457.9277153	0.151012762	532.5751991	0.165778387	541.1524544			
0.1631115	457.9711523	0.1631115	457.9711523	0.151098742	532.6715139	0.165863106	541.371656			
0.1632115	458.0959474	0.1632115	458.0959474	0.151184714	532.8624741	0.165863106	541.4131631			
0.1632115	457.9125468	0.1632115	457.9125468	0.151184714	532.6491405	0.165947819	541.244151			
0.1633115	458.0518209	0.1633115	458.0518209	0.151270679	532.8569509	0.166032525	541.0653344			
0.1634115	458.0883632	0.1634115	458.0883632	0.151356637	532.9452697	0.166117223	541.6981095			
0.1635115	458.0814684	0.1635115	458.0814684	0.151442588	532.9830564	0.166117223	541.6460089			
0.1635115	457.9490891	0.1635115	457.9490891	0.151442588	532.8290315	0.166286598	541.4014894			
0.1636115	457.9277153	0.1636115	457.9277153	0.151528531	532.8499557	0.166371275	541.7144189			
0.1637115	458.2483215	0.1637115	458.2483215	0.151614466	533.2688416	0.166455944	542.1324445			
0.1638115	458.3220954	0.1638115	458.3220954	0.151700395	533.4005254					
0.1638115	458.26349	0.1638115	458.26349	0.151700395	533.3323197					
0.1639115	458.1828213	0.1639115	458.1828213	0.151786315	533.2842549					
0.1640115	458.26349	0.1640115	458.26349	0.151872229	533.4239724					
0.1640115	457.9277153	0.1640115	457.9277153	0.151872229	533.0331268					
0.1641115	458.0883632	0.1641115	458.0883632	0.151958135	533.2659316					
0.1642115	458.1690318	0.1642115	458.1690318	0.152044034	533.4056558					
0.1643115	458.0883632	0.1643115	458.0883632	0.152129925	533.3575492					
0.1644115	457.8394624	0.1644115	457.8394624	0.152215809	533.1135352					
0.1644115	458.0442367	0.1644115	458.0442367	0.152215809	533.3519767					
0.1645115	458.2117793	0.1645115	458.2117793	0.152301686	533.5928864					
0.1646115	458.1249054	0.1646115	458.1249054	0.152387555	533.5375332					
0.1647115	458.1393844	0.1647115	458.1393844	0.152473417	533.6002096					
0.1647115	458.3220954	0.1647115	458.3220954	0.152473417	533.8130153					
0.1647115	458.2855532	0.1647115	458.2855532	0.152473417	533.7704541					
0.1648115	457.9863208	0.1648115	457.9863208	0.152559271	533.4677333					
0.1649115	458.0594052	0.1649115	458.0594052	0.152645118	533.5986688					
0.1649115	458.2483215	0.1649115	458.2483215	0.152645118	533.8187396					
0.1650115	458.0738842	0.1650115	458.0738842	0.152730958	533.6613429					
0.1651115	458.1690318	0.1651115	458.1690318	0.152816791	533.8180079					
0.1651115	458.1393844	0.1651115	458.1393844	0.152816791	533.7834653					
0.1652115	458.0594052	0.1652115	458.0594052	0.152902616	533.7360866					
0.1653115	457.9787365	0.1653115	457.9787365	0.152988433	533.6878884					
0.1653115	458.0152787	0.1653115	458.0152787	0.152988433	533.7304715					
0.1653115	458.1324896	0.1653115	458.1324896	0.152988433	533.8670587					
0.1654115	458.022863	0.1654115	458.022863	0.153074244	533.7851118					
0.1655115	458.0738842	0.1655115	458.0738842	0.153160046	533.8903798					
0.1656115	458.0076945	0.1656115	458.0076945	0.153245842	533.8590358					
0.1657115	458.2269478	0.1657115	458.2269478	0.15333163	534.1604226					
0.1657115	458.277969	0.1657115	458.277969	0.15333163	534.2198986					
0.1658115	458.3586376	0.1658115	458.3586376	0.153417411	534.3597709					
0.1658115	458.5999541	0.1658115	458.5999541	0.153417411	534.6411004					
0.1659115	458.4172431	0.1659115	458.4172431	0.153503185	534.4739355					
0.1660115	458.1028421	0.1660115	458.1028421	0.153588951	534.1531821					
0.1660115	458.1180106	0.1660115	458.1180106	0.153588951	534.1708687					
0.1661115	458.5854752	0.1661115	458.5854752	0.153674709	534.7617963					
0.1662115	458.1180106	0.1662115	458.1180106	0.153760461	534.2624923					
0.1663115	458.2269478	0.1663115	458.2269478	0.153846205	534.4353588					
0.1663115	458.2483215	0.1663115	458.2483215	0.153846205	534.4602873					
0.1664115	458.2703848	0.1664115	458.2703848	0.153931942	534.5318469					
0.1664115	458.1545528	0.1664115	458.1545528	0.153931942	534.3967392					
0.1665115	458.1690318	0.1665115	458.1690318	0.154017671	534.4594446					
0.1667115	458.4317221	0.1667115	458.4317221	0.154189108	534.8575621					
0.1667115	458.26349	0.1667115	458.26349	0.154189108	534.6612838					
0.1668115	458.0814684	0.1668115	458.0814684	0.154274815	534.4947253					
0.1669115	458.4462011	0.1669115	458.4462011	0.154360515	534.9661442					
0.1669115	458.4682643	0.1669115	458.4682643	0.154360515	534.99189					
0.1670115	458.26349	0.1670115	458.26349	0.154446208	534.7987629					
0.1671115	458.4462011	0.1671115	458.4462011	0.154531893	535.0578334					
0.1672115	458.8991866	0.1672115	458.8991866	0.154617571	535.632408					
0.1672115	458.5123907	0.1672115	458.5123907	0.154617571	535.1809354					
0.1673115	458.6144331	0.1673115	458.6144331	0.154703241	535.3459019					
0.1674115	458.5558277	0.1674115	458.5558277	0.154788905	535.3233467					
0.1675115	458.7164755	0.1675115	458.7164755	0.154874561	535.5567604					
