Strain (mm/mm)	Stress (MPa)
0.0591115	426.6696437
0.0592115	427.0716081
0.0592115	427.2474244
0.0593115	427.3853195
0.0594115	427.1522767
0.0594115	427.2839666
0.0595115	427.443925
0.0595115	427.0791923
0.0596115	427.328093
0.0596115	427.2763824
0.0596115	427.1888189
0.0597115	427.2984456
0.0598115	427.4218617
0.0598115	427.5756148
0.0598115	427.5466568
0.0599115	427.6418045
0.0600115	427.7369521
0.0600115	427.7293679
0.0601115	427.8824315
0.0601115	428.09479
0.0602115	427.7224731
0.0603115	427.941037
0.0603115	427.7514311
0.0604115	427.868642
0.0604115	427.8465788
0.0605115	427.6928257
0.0605115	427.9334527
0.0606115	427.7514311
0.0606115	427.9486212
0.0607115	427.8900157
0.0608115	428.1313323
0.0608115	428.3216276
0.0609115	428.0872058
0.0609115	428.5257124
0.0610115	428.4085015
0.0610115	428.3216276
0.0611115	428.438149
0.0611115	428.5546704
0.0612115	428.4815859
0.0613115	428.5257124
0.0613115	428.5987968
0.0613115	428.5112334
0.0614115	428.5112334
0.0615115	428.4671069
0.0615115	428.7821973
0.0616115	428.7084234
0.0616115	428.62086
0.0617115	428.7821973
0.0617115	428.6574022
0.0618115	428.8332185
0.0619115	428.8332185
0.0619115	429.0076559
0.0620115	428.8539028
0.0620115	429.0662613
0.0621115	429.2565566
0.0621115	429.4316835
0.0622115	429.117972
0.0622115	429.0152401
0.0623115	429.132451
0.0624115	429.3372253
0.0624115	429.2565566
0.0624115	429.4758099
0.0625115	429.7095422
0.0626115	429.4172045
0.0626115	429.4385782
0.0627115	429.8260636
0.0628115	429.7391897
0.0629115	429.8260636
0.0629115	429.7391897
0.0630115	430.0673801
0.0630115	430.1184013
0.0631115	429.9212112
0.0631115	430.2356122
0.0632115	430.0308379
0.0633115	430.1115065
0.0633115	429.9212112
0.0633115	430.1480488
0.0634115	430.1404645
0.0635115	429.9432745
0.0636115	430.2873229
0.0636115	430.3018018
0.0636115	430.2652596
0.0637115	430.2211332
0.0638115	430.3155914
0.0639115	430.5713869
0.0639115	430.7037662
0.0639115	430.6230975
0.0641115	430.6375765
0.0642115	430.8637246
0.0642115	430.5713869
0.0642115	430.7692664
0.0642115	430.8120139
0.0643115	430.6155133
0.0644115	430.5644921
0.0644115	430.9292248
0.0645115	430.8416613
0.0646115	430.965767
0.0646115	431.0540199
0.0646115	431.1126253
0.0647115	431.0319566
0.0647115	431.0981463
0.0648115	431.4118578
0.0649115	431.1560623
0.0650115	431.3167101
0.0650115	431.5435476
0.0650115	431.3387733
0.0651115	431.5580266
0.0651115	431.3897945
0.0652115	431.6242163
0.0652115	431.5290686
0.0653115	431.2587942
0.0654115	431.5656109
0.0654115	431.5359634
0.0654115	431.9668857
0.0655115	431.433921
0.0656115	431.7703851
0.0656115	431.9448225
0.0657115	431.8572591
0.0657115	432.0620334
0.0657115	431.5290686
0.0659115	432.3026604
0.0659115	431.8572591
0.0659115	432.2378497
0.0660115	432.3323079
0.0660115	432.1061598
0.0661115	432.0110122
0.0662115	431.97447
0.0662115	432.0475544
0.0662115	431.8648433
0.0663115	432.1061598
0.0664115	432.4419345
0.0664115	432.6032718
0.0665115	432.3833291
0.0666115	432.3909133
0.0666115	432.3764343
0.0666115	432.2233707
0.0667115	432.9680045
0.0667115	432.6177508
0.0668115	432.4343503
0.0669115	432.4564135
0.0668115	432.7777092
0.0670115	432.7570249
0.0670115	432.5591454
0.0671115	432.7632302
0.0671115	432.6032718
0.0672115	432.7852934
0.0672115	432.5736244
0.0672115	432.923878
0.0673115	432.9390465
0.0674115	433.2313842
0.0674115	433.151405
0.0675115	433.0197152
0.0675115	432.8804411
0.0676115	433.0410889
0.0676115	433.3920321
0.0677115	433.2169052
0.0678115	433.0631521
0.0678115	433.151405
0.0679115	433.4506375
0.0680115	433.1582998
0.0680115	433.2748212
0.0681115	433.2244895
0.0682115	433.3768636
0.0682115	433.3554898
0.0682115	433.5457851
0.0683115	433.5382009
0.0684115	433.6188696
0.0684115	433.4795955
0.0685115	433.691954
0.0686115	434.0353129
0.0686115	433.7864122
0.0687115	433.9249968
0.0687115	434.2759399
0.0688115	434.1670028
0.0689115	434.0422077
0.0689115	433.9691232
0.0690115	434.2318135
0.0691115	434.0642709
0.0691115	433.8229544
0.0691115	433.8884546
0.0692115	433.9767075
0.0693115	434.0277287
0.0694115	434.3635034
0.0694115	434.47313
0.0694115	434.3559191
0.0695115	434.3124822
0.0695115	434.3414401
0.0696115	434.2683557
0.0697115	434.7875309
0.0697115	434.5172564
0.0698115	434.444172
0.0698115	434.8240731
0.0699115	434.5834461
0.0699115	434.5613829
0.0700115	434.3931508
0.0701115	434.4882985
0.0701115	434.5317354
0.0701115	434.458651
0.0702115	434.5613829
0.0703115	434.6634253
0.0704115	434.8164889
0.0704115	434.7502992
0.0704115	435.0509107
0.0705115	435.1384741
0.0706115	434.9923052
0.0706115	435.210869
0.0707115	435.1894953
0.0708115	435.2329323
0.0708115	435.1681215
0.0709115	435.1681215
0.0710115	435.0578054
0.0710115	435.2770587
0.0710115	435.1529531
0.0711115	435.1894953
0.0712115	435.1894953
0.0712115	435.5259594
0.0713115	435.3646221
0.0713115	435.2329323
0.0714115	435.5473332
0.0715115	435.5693964
0.0715115	435.5990439
0.0716115	435.5693964
0.0716115	435.8831079
0.0717115	435.4452908
0.0717115	435.5549174
0.0718115	435.5549174
0.0719115	435.6424808
0.0719115	435.7300443
0.0719115	435.6500651
0.0720115	435.6928126
0.0721115	435.6059386
0.0721115	435.6280018
0.0722115	436.007903
0.0723115	435.9858397
0.0723115	435.7879602
0.0724115	436.1899246
0.0724115	435.736939
0.0725115	436.022382
0.0725115	435.8906921
0.0726115	436.3147197
0.0726115	436.176135
0.0727115	436.277488
0.0727115	436.036861
0.0728115	436.4098673
0.0728115	436.2409458
0.0729115	436.022382
0.0729115	436.0520294
0.0730115	436.1692403
0.0731115	436.3581566
0.0731115	436.4022831
0.0731115	436.2705932
0.0732115	436.3878041
0.0733115	436.2119878
0.0734115	436.3581566
0.0734115	436.6215364
0.0734115	436.3657409
0.0735115	436.3436776
0.0736115	436.5263887
0.0737115	436.6146416
0.0737115	436.8842266
0.0738115	436.5119097
0.0738115	436.7304735
0.0738115	436.5560362
0.0739115	436.4684728
0.0739115	436.4608885
0.0740115	436.4098673
0.0741115	436.7304735
0.0741115	436.8697476
0.0741115	436.9793743
0.0742115	437.0745219
0.0742115	437.1262326
0.0743115	437.0965851
0.0744115	437.0821062
0.0744115	437.031085
0.0744115	436.6794523
0.0745115	437.2055223
0.0746115	437.30067
0.0747115	437.1986276
0.0748115	437.30067
0.0748115	437.0090217
0.0748115	436.9793743
0.0749115	437.0159165
0.0749115	437.0965851
0.0750115	437.0745219
0.0751115	437.0455639
0.0752115	437.3082542
0.0753115	437.5350917
0.0753115	437.6729869
0.0753115	437.3082542
0.0754115	437.4178808
0.0755115	437.4034018
0.0756115	437.5571549
0.0756115	437.454423
0.0757115	437.6302394
0.0757115	437.8046767
0.0758115	437.7315923
0.0758115	437.5206127
0.0759115	437.5350917
0.0759115	437.6660921
0.0760115	437.2496488
0.0761115	437.9584298
0.0761115	437.8267399
0.0762115	437.980493
0.0763115	438.0832249
0.0763115	437.9294718
0.0763115	437.966014
0.0764115	437.8122609
0.0765115	438.2066411
0.0766115	438.1700989
0.0766115	438.2362885
0.0766115	438.2507675
0.0768115	438.0101405
0.0768115	438.3383309
0.0768115	437.8929296
0.0769115	438.2066411
0.0770115	438.0246195
0.0770115	438.2728307
0.0770115	438.1845778
0.0771115	438.2942045
0.0772115	438.3238519
0.0773115	438.3017887
0.0773115	438.506563
0.0773115	438.0687459
0.0774115	438.2287043
0.0775115	438.4189996
0.0775115	438.6306686
0.0776115	438.4996683
0.0777115	438.4114154
0.0777115	438.6961688
0.0777115	438.8423377
0.0778115	438.6230844
0.0779115	438.5727527
0.0779115	438.6741056
0.0780115	438.6375634
0.0780115	438.6596266
0.0781115	438.8057955
0.0782115	439.0402172
0.0782115	438.7623585
0.0782115	438.9161116
0.0784115	439.2222388
0.0784115	438.7989007
0.0784115	438.9595486
0.0785115	439.1346754
0.0786115	439.0843437
0.0786115	439.3104917
0.0787115	438.989196
0.0788115	439.018154
0.0788115	439.0912384
0.0788115	439.018154
0.0789115	439.0767594
0.0790115	439.2808443
0.0791115	439.258781
0.0791115	439.258781
0.0791115	439.2367178
0.0793115	439.2739495
0.0793115	439.4856185
0.0793115	439.5593924
0.0793115	439.7117666
0.0795115	439.7048718
0.0795115	439.515266
0.0795115	439.6897034
0.0796115	439.6752244
0.0797115	439.529745
0.0798115	439.7193508
0.0798115	439.7048718
0.0798115	439.4856185
0.0799115	439.544224
0.0800115	439.7338298
0.0800115	439.9020619
0.0801115	439.7262456
0.0801115	439.7634773
0.0801115	439.9751463
0.0802115	439.8951671
0.0803115	439.7634773
0.0804115	440.1282099
0.0804115	440.1647521
0.0805115	440.3329842
0.0805115	439.7634773
0.0806115	440.0633992
0.0807115	440.1578574
0.0807115	440.3040262
0.0808115	440.0992519
0.0808115	440.0047938
0.0809115	439.9827305
0.0810115	440.012378
0.0810115	440.4136529
0.0810115	440.3329842
0.0811115	440.2012943
0.0812115	440.2454208
0.0813115	440.4357161
0.0813115	440.6253219
0.0814115	440.4501951
0.0815115	440.5956745
0.0815115	440.6253219
0.0815115	440.7053011
0.0816115	440.6618641
0.0817115	440.7714908
0.0817115	440.793554
0.0817115	440.6473851
0.0818115	440.6398009
0.0819115	440.6839274
0.0819115	440.7859698
0.0820115	440.6253219
0.0820115	440.7273643
0.0821115	441.0424547
0.0822115	440.8521594
0.0822115	440.9693703
0.0823115	441.0279757
0.0824115	440.9693703
0.0824115	440.9176596
0.0824115	441.0424547
0.0825115	441.2830818
0.0825115	441.2975608
0.0825115	441.319624
0.0826115	441.2754975
0.0827115	441.1217444
0.0827115	441.0927865
0.0827115	441.3561662
0.0828115	441.1217444
0.0829115	441.2168921
0.0830115	441.1072655
0.0830115	441.4588981
0.0831115	441.2686028
0.0832115	441.6698776
0.0832115	441.7360673
0.0833115	441.560251
0.0834115	441.6698776
0.0834115	441.5678352
0.0835115	441.6264407
0.0835115	441.7140041
0.0837115	441.7140041
0.0837115	441.7870885
0.0837115	441.5464615
0.0838115	441.4437296
0.0839115	441.5678352
0.0839115	441.6919409
0.0840115	441.7064199
0.0841115	441.8677572
0.0841115	441.8532782
0.0842115	441.9918628
0.0843115	441.8967152
0.0843115	442.0421945
0.0844115	442.2035319
0.0844115	442.1449264
0.0845115	442.0794262
0.0845115	442.1373422
0.0846115	442.1745739
0.0847115	442.3938272
0.0847115	442.2697215
0.0848115	442.2180109
0.0848115	442.013926
0.0849115	442.4448484
0.0850115	442.2766163
0.0850115	442.4813906
0.0851115	442.2035319
0.0852115	442.2621373
0.0852115	442.6420384
0.0852115	442.6565174
0.0853115	442.7296018
0.0854115	442.6565174
0.0855115	442.8909392
0.0855115	442.8909392
0.0855115	442.7296018
0.0856115	442.7075386
0.0857115	442.7957915
0.0857115	443.0508975
0.0858115	442.780623
0.0858115	442.9130024
0.0859115	442.7151229
0.0860115	442.8978339
0.0860115	442.8102705
0.0861115	443.0288343
0.0862115	442.9929816
0.0862115	442.8612917
0.0863115	442.9054182
0.0863115	443.292214
0.0864115	443.2267138
0.0865115	443.1170872
0.0865115	443.2997983
0.0865115	443.2632561
0.0866115	443.0874397
0.0867115	443.3584037
0.0867115	443.2487771
0.0868115	443.2267138
0.0868115	443.2853193
0.0869115	443.3584037
0.0869115	443.095024
0.0870115	443.2556718
0.0870115	443.4976778
0.0871115	443.5769675
0.0872115	443.6796994
0.0872115	443.4239039
0.0873115	443.7817418
0.0873115	443.6431572
0.0874115	443.5480095
0.0874115	443.4900936
0.0875115	443.5404253
0.0876115	443.3218615
0.0876115	443.5624885
0.0877115	443.6500519
0.0877115	443.6576362
0.0878115	443.3949459
0.0878115	443.5114673
0.0879115	443.5480095
0.0879115	443.7527838
0.0880115	443.6645309
0.0880115	443.5914465
0.0881115	443.7231364
0.0882115	443.789326
0.0882115	444.0444321
0.0883115	443.6355729
0.0884115	444.058911
0.0883115	443.8844737
0.0884115	443.9506634
0.0885115	444.2643748
0.0885115	444.2643748
0.0885115	444.0885585
0.0887115	443.9720371
0.0887115	443.9720371
0.0888115	443.8844737
0.0888115	443.9354949
0.0889115	443.7817418
0.0890115	443.9872056
0.0890115	443.9286001
0.0891115	444.286438
0.0891115	444.2278326
0.0892115	444.556023
0.0893115	444.4615649
0.0894115	444.4181279
0.0894115	444.570502
0.0894115	444.2126641
0.0895115	444.4326069
0.0896115	444.3815857
0.0897115	444.3884804
0.0897115	444.556023
0.0897115	444.4181279
0.0899115	444.3078118
0.0899115	444.1251007
0.0900115	444.4326069
0.0900115	444.2278326
0.0901115	444.4546701
0.0902115	444.812508
0.0902115	444.7394236
0.0903115	444.7463183
0.0903115	444.5339598
0.0904115	444.8049238
0.0905115	444.8345712
0.0905115	444.8711135
0.0906115	444.9366136
0.0906115	444.9366136
0.0907115	444.6808182
0.0908115	444.812508
0.0909115	445.0090086
0.0909115	444.7973396
0.0910115	444.855945
0.0911115	444.7904448
0.0911115	445.1551775
0.0911115	444.9945296
0.0912115	444.9076557
0.0913115	445.096572
0.0913115	444.9662611
0.0913115	445.082093
0.0914115	445.0234876
0.0915115	445.0234876
0.0915115	445.1703459
0.0915115	445.053135
0.0916115	445.2213671
0.0917115	445.2503251
0.0917115	445.1406985
0.0918115	445.096572
0.0919115	445.3895992
0.0919115	445.1482827
0.0919115	444.9076557
0.0920115	445.2503251
0.0920115	445.3020358
0.0921115	445.2723883
0.0921115	445.1186352
0.0922115	445.3089305
0.0923115	445.3751202
0.0923115	445.4406204
0.0924115	445.5495576
0.0924115	445.5860998
0.0925115	445.2799726
0.0926115	445.4557889
0.0926115	445.5130154
0.0926115	445.3020358
0.0927115	445.367536
0.0927115	445.2213671
0.0928115	445.353057
0.0929115	445.338578
0.0930115	445.2434303
0.0930115	445.4406204
0.0931115	445.4557889
0.0931115	445.4695784
0.0932115	445.6233315
0.0932115	445.8136268
0.0933115	445.6743527
0.0934115	445.367536
0.0934115	445.850169
0.0935115	445.8722322
0.0936115	445.7108949
0.0936115	445.7550213
0.0936115	445.8425848
0.0937115	445.7033107
0.0938115	445.6012682
0.0938115	445.6378105
0.0938115	445.879127
0.0939115	445.6812474
0.0940115	445.6598737
0.0940115	446.1494015
0.0941115	446.1783594
0.0942115	446.0832118
0.0942115	446.2004227
0.0943115	446.2666123
0.0944115	445.9735851
0.0944115	446.0976908
0.0945115	446.3245283
0.0945115	446.4996551
0.0946115	446.2879861
0.0946115	446.134233
0.0947115	446.4127812
0.0948115	446.0466696
0.0948115	446.1562962
0.0949115	446.2514439
0.0950115	446.36176
0.0950115	446.3465915
0.0950115	446.3396968
0.0951115	446.602387
0.0952115	446.5872185
0.0953115	446.1562962
0.0954115	446.7409716
0.0954115	446.5217183
0.0954115	446.2810913
0.0955115	446.4700077
0.0956115	446.9305775
0.0957115	446.7775138
0.0957115	446.5727395
0.0957115	446.6678872
0.0958115	446.7044294
0.0958115	446.4996551
0.0959115	446.5437816
0.0959115	446.6534082
0.0960115	446.7850981
0.0961115	446.4555287
0.0961115	446.9098932
0.0962115	446.9098932
0.0962115	446.8581825
0.0963115	446.7485559
0.0963115	446.9526407
0.0964115	447.0402041
0.0964115	447.0698515
0.0965115	446.9450564
0.0965115	447.3477103
0.0966115	446.9243722
0.0967115	446.8437035
0.0967115	446.9967671
0.0968115	447.1505202
0.0968115	446.8361193
0.0969115	446.7630349
0.0970115	447.171894
0.0970115	447.2084362
0.0970115	446.9243722
0.0971115	447.3042733
0.0972115	447.3918367
0.0972115	447.2670416
0.0972115	446.9891829
0.0973115	447.2601469
0.0974115	447.3332313
0.0974115	447.4063157
0.0974115	447.171894
0.0976115	447.5593793
0.0975115	447.4063157
0.0976115	447.0112461
0.0977115	447.2380836
0.0977115	447.5007739
0.0977115	447.5076686
0.0978115	447.3042733
0.0979115	447.7276114
0.0980115	447.640048
0.0980115	447.4787107
0.0981115	447.7786326
0.0981115	447.6834849
0.0983115	447.5449003
0.0983115	447.7938011
0.0984115	448.0123649
0.0984115	447.8151748
0.0985115	447.6028163
0.0985115	447.9316962
0.0986115	448.0709703
0.0987115	447.6834849
0.0987115	447.5883373
0.0988115	448.0709703
0.0989115	447.7862168
0.0989115	447.8303433
0.0990115	448.1950759
0.0991115	448.3708922
0.0991115	447.9827174
0.0991115	448.1509495
0.0992115	448.2171392
0.0993115	448.2681604
0.0993115	448.3853712
0.0994115	448.421224
0.0995115	448.5970403
0.0995115	448.2681604
0.0996115	448.0778651
0.0997115	448.3564133
0.0997115	448.363308
0.0998115	448.3047026
0.0999115	448.1805969
0.0999115	448.5384349
0.0999115	448.450182
0.1000115	448.1730127
0.1001115	448.8093988
0.1001115	448.6921879
0.1002115	448.5529138
0.1003115	448.421224
0.1003115	448.6777089
0.1004115	448.5894561
0.1004115	448.5384349
0.1005115	449.0645048
0.1005115	448.6701247
0.1006115	448.4722452
0.1007115	448.3991608
0.1008115	448.6480615
0.1008115	448.6335825
0.1008115	448.363308
0.1009115	448.5087874
0.1010115	449.0058994
0.1010115	448.874899
0.1011115	448.5529138
0.1011115	449.2623844
0.1012115	449.2403211
0.1012115	448.6921879
0.1013115	448.7797514
0.1014115	449.2989266
0.1014115	449.1672367
0.1015115	448.7356249
0.1015115	449.0279626
0.1016115	448.7356249
0.1016115	448.4867242
0.1017115	448.6556457
0.1017115	448.9548782
0.1018115	448.9914204
0.1018115	448.5749771
0.1019115	448.9769414
0.1020115	449.0058994
0.1020115	448.8528358
0.1021115	449.2692791
0.1022115	449.3058213
0.1022115	449.5395536
0.1024115	449.2182579
0.1024115	449.3354688
0.1025115	449.4223427
0.1025115	449.1451735
0.1026115	449.101047
0.1027115	449.3926953
0.1027115	449.3644268
0.1027115	449.0134836
0.1029115	449.0500258
0.1029115	449.3354688
0.1029115	449.130005
0.1030115	449.2548001
0.1031115	449.3644268
0.1032115	449.2913423
0.1033115	449.4588849
0.1033115	449.444406
0.1034115	449.6933067
0.1034115	449.5030114
0.1035115	449.5760958
0.1036115	449.6712435
0.1036115	449.5395536
0.1037115	449.6933067
0.1037115	449.3858005
0.1038115	449.612638
0.1039115	449.4878429
0.1039115	449.2548001
0.1040115	449.5030114
0.1041115	449.4664692
0.1042115	449.5685116
0.1043115	449.5243851
0.1043115	449.8394755
0.1044115	449.7808701
0.1044115	449.6491802
0.1044115	449.8249966
0.1044115	449.7663911
0.1045115	449.7077857
0.1046115	449.5099062
0.1047115	449.7808701
0.1047115	449.882223
0.1047115	449.6347013
0.1048115	449.7443279
0.1048115	449.6567645
0.1049115	449.5905748
0.1050115	449.5685116
0.1051115	449.6933067
0.1051115	450.0290814
0.1051115	449.8753283
0.1052115	449.9042863
0.1053115	450.0725183
0.1053115	449.8029333
0.1054115	449.7953491
0.1055115	449.8608493
0.1055115	450.0139129
0.1055115	449.9849549
0.1056115	449.6781382
0.1057115	450.1973135
0.1057115	449.9925392
0.1058115	449.8677441
0.1058115	449.9118705
0.1059115	449.9339337
0.1060115	450.0290814
0.1060115	449.7153699
0.1061115	449.9773707
0.1062115	449.9484127
0.1062115	450.0435604
0.1063115	449.9925392
0.1064115	450.1828345
0.1064115	450.1973135
0.1065115	450.1897292
0.1066115	450.2848769
0.1066115	450.2262714
0.1066115	450.0435604
0.1067115	450.2048977
0.1068115	450.1752502
0.1068115	450.0945816
0.1069115	450.0656236
0.1070115	450.1311238
0.1070115	450.1607712
0.1071115	450.153187
0.1072115	450.2703979
0.1072115	450.3214191
0.1073115	450.4455247
0.1074115	450.393814
0.1074115	450.3717508
0.1075115	450.5772146
0.1076115	450.4820669
0.1076115	450.3434823
0.1077115	450.5255039
0.1078115	450.4744827
0.1078115	450.4965459
0.1079115	450.5620461
0.1080115	450.6868412
0.1081115	450.650299
0.1081115	450.4820669
0.1081115	450.5696303
0.1082115	450.6137568
0.1083115	450.5992778
0.1084115	450.5772146
0.1084115	450.8399048
0.1085115	450.7309677
0.1085115	450.4455247
0.1086115	450.679257
0.1086115	450.7599256
0.1087115	450.7523414
0.1088115	450.7309677
0.1088115	450.8543838
0.1088115	451.0081369
0.1089115	450.7013202
0.1090115	450.8985103
0.1090115	450.8612786
0.1091115	450.876447
0.1091115	450.8109468
0.1092115	450.9129893
0.1092115	450.8688628
0.1093115	450.8040521
0.1094115	450.7523414
0.1094115	451.0081369
0.1095115	451.0005527
0.1096115	451.0302001
0.1096115	450.9495315
0.1096115	451.1543058
0.1097115	451.1467215
0.1098115	450.9350525
0.1099115	451.2935799
0.1099115	451.0446791
0.1099115	451.1177635
0.1101115	451.190848
0.1101115	451.0957003
0.1102115	451.1398268
0.1101115	451.1543058
0.1102115	451.2129112
0.1103115	451.0957003
0.1104115	450.9784895
0.1105115	451.431475
0.1105115	451.2935799
0.1105115	451.3225378
0.1106115	451.176369
0.1107115	451.5266227
0.1107115	451.8051708
0.1107115	451.3804538
0.1108115	451.1984322
0.1108115	451.3804538
0.1110115	451.6217703
0.1111115	451.2791009
0.1111115	451.431475
0.1111115	451.6072913
0.1112115	451.431475
0.1113115	451.7975866
0.1113115	451.8479183
0.1115115	451.9651292
0.1115115	451.4680172
0.1116115	451.7610444
0.1117115	451.8555026
0.1117115	451.7534602
0.1117115	451.6438335
0.1118115	451.8989395
0.1119115	451.943066
0.1120115	451.716918
0.1121115	452.0092557
0.1121115	451.9871924
0.1122115	451.914108
0.1122115	451.7465654
0.1123115	451.914108
0.1124115	452.0382136
0.1124115	451.9940872
0.1124115	451.957545
0.1125115	452.1333613
0.1126115	452.3960515
0.1127115	451.8334394
0.1128115	452.454657
0.1128115	452.2650512
0.1129115	452.1333613
0.1129115	452.1554245
0.1130115	452.1554245
0.1130115	452.5422204
0.1131115	452.2795302
0.1132115	452.3015934
0.1132115	452.1333613
0.1133115	452.0602769
0.1134115	452.2429879
0.1134115	452.21403
0.1135115	452.5498046
0.1136115	452.1264665
0.1137115	452.7400999
0.1137115	452.9297058
0.1138115	452.4911992
0.1138115	452.2285089
0.1139115	452.3015934
0.1139115	452.4767202
0.1140115	452.7325157
0.1141115	452.5353256
0.1141115	452.6814945
0.1142115	452.5208467
0.1142115	452.711142
0.1143115	452.483615
0.1144115	452.6084101
0.1145115	452.3153829
0.1145115	452.2871144
0.1146115	452.4767202
0.1146115	452.6159943
0.1147115	452.440178
0.1148115	452.5132624
0.1148115	452.9366005
0.1149115	452.7180367
0.1150115	452.7980159
0.1150115	452.9000583
0.1151115	453.0538114
0.1152115	452.7911211
0.1152115	453.2075645
0.1153115	452.6594313
0.1153115	452.9297058
0.1154115	452.8635161
0.1155115	452.6084101
0.1155115	452.7476842
0.1156115	452.7980159
0.1157115	452.5787626
0.1157115	452.7980159
0.1158115	453.0469166
0.1159115	452.7256209
0.1159115	453.0834588
0.1160115	453.1641275
0.1160115	452.9366005
0.1161115	453.3165016
0.1162115	453.2220435
0.1162115	453.3309806
0.1163115	453.1055221
0.1163115	452.995206
0.1164115	453.0393324
0.1165115	452.9731427
0.1165115	452.8711003
0.1166115	452.966248
0.1166115	453.0834588
0.1167115	453.1565433
0.1168115	453.1055221
0.1168115	453.4116493
0.1169115	453.2944384
0.1170115	453.3020227
0.1170115	453.3606281
0.1171115	453.6019446
0.1172115	453.0317482
0.1172115	453.2944384
0.1173115	453.2799594
0.1174115	453.3606281
0.1174115	453.3530439
0.1175115	453.1855013
0.1176115	453.5729866
0.1176115	453.3606281
0.1177115	453.1930855
0.1177115	453.0979378
0.1178115	453.6095288
0.1179115	453.4557757
0.1179115	453.6384868
0.1180115	453.8356769
0.1181115	453.5212759
0.1181115	453.6536553
0.1182115	453.3826913
0.1182115	453.6536553
0.1183115	453.5950498
0.1184115	453.5288602
0.1185115	453.5874656
0.1185115	453.675029
0.1186115	453.4847337
0.1186115	453.4261283
0.1187115	453.675029
0.1188115	453.6019446
0.1188115	453.6681343
0.1189115	453.5729866
0.1189115	453.9673667
0.1190115	453.7694872
0.1190115	453.7839662
0.1191115	453.8646348
0.1192115	453.6315921
0.1192115	453.492318
0.1193115	453.8501559
0.1194115	453.646071
0.1195115	453.7991347
0.1195115	453.8646348
0.1195115	453.7632819
0.1196115	453.7191555
0.1197115	453.5654024
0.1198115	453.7915504
0.1198115	453.8280926
0.1199115	453.7694872
0.1200115	453.8722191
0.1200115	453.7839662
0.1201115	454.0108037
0.1201115	453.7191555
0.1202115	454.0039089
0.1203115	454.1059514
0.1203115	453.8501559
0.1204115	453.6095288
0.1205115	454.1942042
0.1205115	453.9597825
0.1206115	454.0480354
0.1206115	453.7556977
0.1207115	454.172141
0.1208115	453.9818457
0.1208115	453.9232403
0.1209115	454.0404512
0.1210115	453.9963247
0.1210115	454.0694091
0.1211115	453.9087613
0.1212115	454.143183
0.1213115	454.172141
0.1213115	454.2231622
0.1213115	454.0845776
0.1214115	454.0328669
0.1215115	454.2162675
0.1215115	454.157662
0.1216115	454.259015
0.1217115	454.0990566
0.1217115	454.0990566
0.1218115	454.1135356
0.1219115	454.0990566
0.1220115	453.8646348
0.1220115	454.0259722
0.1220115	453.9377193
0.1221115	454.3465784
0.1222115	454.0259722
0.1222115	454.2086832
0.1223115	454.2162675
0.1223115	453.7770714
0.1224115	453.7915504
0.1225115	454.1355988
0.1225115	454.1500778
0.1226115	454.1135356
0.1227115	454.3176204
0.1227115	454.3617468
0.1228115	454.3982891
0.1229115	454.5444579
0.1229115	454.5079157
0.1230115	454.3176204
0.1230115	454.2452255
0.1231115	454.2086832
0.1231115	454.2810782
0.1232115	454.5665211
0.1233115	454.669253
0.1233115	454.683732
0.1234115	454.3982891
0.1235115	454.7630217
0.1235115	454.3176204
0.1236115	454.4127681
0.1237115	454.5444579
0.1237115	454.669253
0.1237115	454.3252046
0.1239115	454.2086832
0.1239115	454.6030634
0.1239115	454.2528097
0.1240115	454.2307465
0.1241115	454.3686416
0.1241115	454.2886624
0.1242115	454.3031414
0.1243115	454.3541626
0.1243115	454.6761478
0.1244115	454.201099
0.1245115	454.5444579
0.1245115	454.6540846
0.1245115	454.4203523
0.1246115	454.5223947
0.1247115	454.4348313
0.1248115	454.8292114
0.1248115	454.8733378
0.1248115	454.2955572
0.1249115	454.3617468
0.1250115	454.5079157
0.1250115	454.5741054
0.1250115	454.5885844
0.1251115	454.4203523
0.1251115	454.201099
0.1253115	454.4637893
0.1253115	454.6616688
0.1254115	454.669253
0.1254115	454.4934367
0.1255115	454.4203523
0.1256115	454.8802326
0.1257115	454.8436904
0.1257115	454.5810001
0.1258115	454.6251266
0.1259115	454.7630217
0.1259115	454.5154999
0.1260115	454.5589369
0.1260115	454.4568945
0.1261115	454.5154999
0.1262115	454.5665211
0.1262115	454.4934367
0.1263115	454.8147324
0.1264115	454.7423375
0.1265115	454.5079157
0.1265115	454.9319433
0.1266115	454.8947116
0.1267115	454.4789577
0.1268115	454.7926692
0.1268115	455.0270909
0.1269115	454.9684855
0.1269115	454.9319433
0.1269115	454.71269
0.1270115	454.9022958
0.1271115	454.7485427
0.1272115	454.7926692
0.1272115	454.953317
0.1272115	454.6175423
0.1273115	454.5079157
0.1275115	454.8216272
0.1275115	455.0781121
0.1275115	454.8436904
0.1277115	454.7057952
0.1277115	455.1511966
0.1278115	455.2022178
0.1278115	454.938838
0.1279115	455.0195067
0.1280115	455.209802
0.1280115	455.1070701
0.1281115	455.2456547
0.1282115	455.0484647
0.1282115	454.9898592
0.1283115	454.9319433
0.1283115	455.1070701
0.1284115	455.1511966
0.1285115	455.0781121
0.1286115	454.9753802
0.1286115	455.1146543
0.1287115	455.3263234
0.1288115	455.2525495
0.1288115	455.267718
0.1288115	455.6552033
